-,-,-
-53.7, 239.0, 907.4
-42.9, 274.7, 989.8
-68.3, 337.6, 994.7
-42.0, 327.8, 969.3
-14.6, 282.5, 980.1
17.1, 296.6, 971.8
27.3, 316.1, 961.5
36.1, 309.3, 971.3
2.9, 332.7, 984.0
-8.3, 346.4, 961.5
9.8, 362.5, 966.9
-14.2, 400.5, 971.3
-33.2, 385.4, 977.1
-19.5, 308.8, 987.4
-56.6, 337.6, 989.3
31.7, 305.4, 970.3
26.4, 316.6, 970.3
-5.4, 336.1, 959.1
-3.4, 338.6, 943.0
6.3, 336.6, 915.2
8.3, 347.3, 928.8
16.6, 276.6, 954.7
-38.1, 268.3, 968.4
-8.3, 144.9, 966.4
-61.0, 132.2, 995.7
-31.2, 278.1, 1041.0
-9.8, 286.8, 898.6
-1.0, 200.5, 1024.9
-52.2, 132.7, 939.1
-65.9, 110.3, 962.0
-87.4, 222.9, 930.8
-77.1, 207.8, 961.5
-124.9, 296.6, 939.1
-131.3, 132.7, 1018.1
-72.7, 134.6, 1024.5
-60.0, 140.5, 984.9
-92.7, 108.8, 1011.3
-82.5, 85.9, 983.0
-65.4, 134.2, 968.4
-36.6, 116.6, 940.1
-37.6, 96.6, 953.2
-36.6, 87.3, 943.0
-1.5, 131.7, 948.8
11.2, 122.4, 926.4
30.3, 118.1, 949.3
16.1, 107.8, 973.7
-3.4, 93.2, 981.5
-11.7, 87.3, 1001.5
-31.2, 73.2, 1013.7
-52.2, 71.2, 1022.0
-56.1, 46.8, 1006.9
-52.7, 88.8, 1000.6
-52.2, 187.3, 1001.0
-41.0, 243.4, 1040.1
-5.4, 157.6, 1026.9
-63.9, 168.3, 950.8
-40.5, 311.2, 979.1
-53.2, 379.5, 1022.0
-79.1, 251.7, 964.0
-51.2, 201.5, 917.1
-36.1, 216.6, 1025.4
43.9, 301.0, 1007.9
64.4, 274.7, 963.5
56.1, 311.2, 1001.5
43.9, 310.8, 932.7
61.0, 309.8, 1002.0
23.4, 272.7, 990.3
36.6, 252.7, 997.1
32.7, 260.5, 960.1
29.8, 299.5, 973.2
36.1, 323.9, 1005.9
81.5, 323.9, 981.5
104.9, 340.5, 942.0
122.0, 340.5, 913.2
116.6, 337.1, 957.1
116.6, 335.6, 944.5
114.7, 352.2, 930.8
101.0, 285.9, 957.6
124.0, 264.4, 991.8
116.1, 268.3, 968.4
103.9, 318.1, 937.6
83.4, 322.9, 931.8
78.1, 338.1, 933.2
